000300400000004080506000120300060000050708001007032000090000640130000078005800000,Easy,879321456213654789546987123321465897654798231987132564798213645132546978465879312,600509083519080000480602000025000006004091000008000140000040301006000000000000000,672519483519483672483672519125734896764891235938265147257948361346157928891326754;
000465100006000080003000400031070060890000000000200007970050002040321000000900000,Easy,789465123456132789123798456231879564897546231564213897978654312645321978312987645,001000050934700201700000030000000040020040009080020070190000820000300400500800000,261934758934758261758261934319687542627543189485129376196475823872396415543812697;
000506012004000008300000040032007000060300000708050100000090064800005000000130807,Medium,987546312654213978321879645132987456465321789798654123213798564879465231546132897,000002000030800074000100602340098001018000006090000080067000910900000000000000708,174632859632859174859174632346798521718523496295416387467285913981367245523941768;
000564001006000800003000004301070600000002070980000000000009000400123000790050020,Medium,879564231546231897213897564321978645654312978987645312132789456465123789798456123,100067900307000000920100000003400071000000000000000604034700000001030750000801000,145367928367928145928145367653489271419276583782513694534792816891634752276851439;
000604900000087301080000050030400000000102065400008000203000070870010500006000003,Medium,321654987654987321987321654132465798798132465465798132213546879879213546546879213,000192600102600000670540102031000700050020000000301064000060050000000030000805010,543192678192678543678543192931486725456729381287351964314267859865914237729835416;
000650021003000004400000080008500000000013870000009046060030000230700000807005100,Medium,789654321123987654456321987978546213645213879312879546564132798231798465897465132,489010070300000080002000000100000000040700923600940008008050000000008007760000030,489316572316572489572489316193825764845761923627943158938657241254138697761294835;
000654010003000040006000008000009000040213000970500200031700006890000000000002700,Medium,789654312123987645456321978312879564645213897978546231231798456897465123564132789,000000000020000009000009500005176000036402070870000000950060702700001090000003056,319528647528647319647319528295176483136482975874935261951864732763251894482793156;
000700020809000000013006700060008000000010645030040000004000231000000090907200500,Medium,546789123879123456213456789465978312798312645132645978654897231321564897987231564,084291003091600000603584001000006700050000000007052900020000000305000100700000000,584291673291673584673584291942836715856719432137452968428167359365928147719345826;
087310000000005008604900000010500087000007320000030600102056000400000003008000040,Medium,987312465321645798654978132213564987546897321879231654132456879465789213798123546,000005000090016470006008000900003004043100802060002007020001000000000081050600700,478295316295316478316478295982763154743159862561842937827531649634927581159684723;
090000000132400000005790002000980000020000007007301600546000010000006800000003040,Medium,798132465132465798465798132654987321321654987987321654546879213213546879879213546,900030062030000908002900500005721000090000005020095010800010000000300400000080000,978534162534162978162978534385721649791643825426895317857416293219357486643289751;
132040000005079020090000000000300400000600008546000100007130006000098000020000070,Medium,132546987465879321798213654879321465213654798546987132987132546654798213321465879,981000000300604900020980350000006209006005100000000500030700090000500700005009030,981357624357624981624981357513846279896275143742193568138762495469538712275419836;
000890000002000070700031600500970020213040000009000000000006800000003004654000001,Medium,465897312132564978798231645546978123213645789879312456321456897987123564654789231,800000000020000807090007023075000000004902005009780000700000100008250009032008600,867523491523491867491867523275614938684932715319785246756349182148256379932178654;
200700000040030008009405000000000020650200709001000006000907500098004230000300007,Expert,213798645546132978879465312987546123654213789321879456132987564798654231465321897,000001000000000036020000801060004010070200690000000503600040900000580000005060300,736851429851429736429736851568394217374215698192678543683142975947583162215967384;
300500087080010650000800000405000100008300060030004008070002006200000000500090013,Expert,321546987987213654654879321465987132798321465132654798879132546213465879546798213,930010200000000004000904017100000800302800065060000000400700000000053000001040302,934517286517286934286934517145362879392871465768495123453728691629153748871649352;
400001090089000001003080500000700600504030008007005300000003089000540003010000006,Medium,456321897789654231123987564231798645564132978897465312645213789978546123312879456,100000000300700000000080045000000000000050060060003000008000614670030592004600000,189345726345726189726189345493867251817254963562913478938572614671438592254691837;
400030800000405010003008006000200000090500301200070600008000000005300708010080065,Expert,456132879789465213123798546564213987897546321231879654978654132645321798312987465,605000080000980000000000003000409030060802010308067090570008102006004050032000400,645723981723981645981645723257419836469832517318567294574398162196274358832156479;
000890200100000009000200046300400000078003005605000000001005080060900001090002004,Expert,456897213123564879789231546312456798978123465645789132231645987564978321897312654,401028005028005000005090600200000080900300100050040000100000002070209010000014000,491628735628735491735491628216957384947382156853146279169873542574269813382514967;
400100900030008005098000010000300890000054030001000060070500003000070006540003080,Medium,465132978132798645798465312654321897987654231321987564879546123213879456546213789,003000000020009700450703800030004500100002098000000200000600002040000630560007100,713826459826459713459713826238194567174562398695378241381645972947281635562937184;
005080300900001040010000908030540000060000001890003000003005700006700000080030450,Hard,645987312978321645312654978231546897564879231897213564123465789456798123789132456,000000006090026000006050390940000207500080060800000900000012070010000000000607000,754398126398126754126754398943561287571289463862473915435812679617935842289647531;
005087030008000000010650008000100540003060800400008003090013050200006007000000020,Expert,645987132978321465312654798789132546123465879456798213897213654231546987564879321,070000009010009570000070000102000005706001000398000060007008900060007000000040000,574213689213689574689574213142796835756831492398452167427368951965127348831945726;
500003070007006000030800540080005030100090400000100098000600001300980000045300000,Medium,564213879897546213231879546789465132123798465456132798978654321312987654645321987,000890000000502740512046890008420030405009600301000050080000270007000000009000000,746893512893512746512746893968425137475139628321678954684351279257984361139267485;
600000010300450000908003000050800300100000980009001004800300405060070000030005700,Medium,645789213312456879978123546456897321123564987789231654897312465564978132231645798,710062080002500009080000002000040820075806900048000001030000070000000098006090030,719362584362584719584719362693145827175826943248973651931258476457631298826497135;
600030080010000450008400003006200007000000200103009500807050300000080000560001008,Expert,645132789312798456978465123456213897789546231123879564897654312231987645564321978,005000080700900030906035000000009800010820507200500000073208010690003008004000070,135742986742986135986135742457369821319824567268517493573298614691473258824651379;
007000020060130700000098000000040231000000090002079500400300000100000645080600000,Medium,897465123564132789231798456978546231645213897312879564456321978123987645789654312,100050007050900140000003050000070001400080000070010000004096000701000000005700029,143258967258967143967143258532479681419685372876312594324896715791524836685731429;
008010560300500807000800000200000000007002006500090103003004008450000010080300600,Expert,978213564312546897645879231231465789897132456564798123123654978456987312789321645,960000870000000900801000030302000059090003000010000000000080090089306540050040028,964235871235871964871964235342618759698753412517492386426587193189326547753149628;
980100000300005800004090010405800300000006007700003050010600000000300405000980030,Medium,987132546321465879654798213465879321132546987798213654213654798879321465546987132,000000020000000000400061000003600200080009053002100000100742509000006000009508000,861397425397425861425861397913654278684279153752183946136742589548936712279518634;
800000000010800560500003807090005103002700006000002000000054010004300008300080600,Expert,879546231213879564546213897798465123132798456465132789987654312654321978321987645,036100090080000730405030080861000000300920051050070803600000008040800200000000004,736182495182495736495736182861354927374928651259671843613249578547813269928567314;
008500300010009040000010908050300700700600000003080450504030000000060001030098000,Medium,978546312312879645645213978456321789789654123123987456564132897897465231231798564,408060000060390050302000000080000000003070001709000035010709246000000709000084500,458167392167392458392458167681523974543976821729841635815739246234615789976284513;
700300050405080003000600700980010000004009010300500008000030504010060000000098030,Medium,798321456465987123132654789987213645654879312321546978879132564213465897546798231,307510006009200300000300010000000003030001000060005100000000031600054900891003400,347519286519286347286347519175462893432891765968735124754928631623154978891673452;
650080010000000008087300005100405000060008003008030400000200000013500090006070200,Expert,654987312321654978987321645132465789465798123798132456879213564213546897546879231,900007100007050000150943600806401070001000020700306000060005000000000000500009000,943687152687152943152943687836421579491578326725396814364715298219864735578239461;
010000540600030800008400003000080000560001008807050030103009050006200007000000020,Expert,312798546645132879978465213231987465564321798897654132123879654456213987789546321,930007500040500900002000040000320070000000600720090453013000004050003708800000300,936147582147582936582936147461325879395874621728691453613758294259413768874269315;
000200000020070600009500310300008060040030800000405001800000000001080056500300780,Hard,456213978123879645789546312312798564645132897978465231897654123231987456564321789,610008040008040000000600020000090000100000097894000050000054960050201800082000070,613728549728549613549613728237195486165482397894367251371854962956271834482936175;
000300045000908300001600000040009100300050080908100000000060007450800030700030500,Medium,897312645564978312231645978645789123312456789978123456123564897456897231789231564,130000500090500107584037090002000800005009000008010003000600010401023000009000300,137296584296584137584137296972345861315869742648712953723658419451923678869471325;
000300054010600000000980300980100000004090100300005008700003500405800003000006070,Medium,879321654213654987546987321987132465654798132321465798798213546465879213132546879,009050000200000000070000254002801000030705060000002000000400000613020097005003000,389254176254176389176389254592861743831745962467932518928417635613528497745693821;
000300098000054030001000060450003080000070600700500300908000010300008500040100009,Medium,564321798897654132231987465456213987123879654789546321978465213312798546645132879,000078940000000005940020070001000480209007501000001092000800000090000000480300200,625178943178943625943625178751239486269487531834561792512894367396712854487356219;
000600001300908000045300000500030700030800450007060000100009040000100908080050300,Medium,978645231312978564645312897564231789231897456897564123123789645456123978789456312,900007042000100000000000067600300070090070008020008003080000090000603050070200300,935867142867142935142935867658321479391476528724598613583714296219683754476259381;
010504000008030400600800003000000008807003005560080010000002000103005090006070200,Expert,312564789978231456645897123231456978897123645564789312789312564123645897456978231,009470100070100009008050000000080300060000000200004010905210860000705000320800540,659472138472138659138659472794581326561327984283964715945213867816745293327896541;
020007006000200000009500013500300087800000000001008650040003008300080060000450100,Expert,123897546456231879789564213564312987897645321231978654645123798312789465978456132,030000640000647000600000500000300000000029070004000900103204000760000000409700306,831592647592647831647831592915376428386429175274185963153264789768953214429718356;
030080005400001090098000100001000600000540300000003980000700006070005003540030800,Medium,132987465465321798798654132321879654987546321654213987213798546879465213546132879,600420000003915000000080000070050100009100004050004200740090000000040001100500849,687423915423915687915687423274859136869132754351764298748391562596248371132576849;
040800003300006800000010540000000020009301050020600007800000000001065008500708030,Expert,645879213312546879978213546456987321789321654123654987897132465231465798564798132,800010075200605809000030000002000000380000002050000000903007001060100007001508006,839214675214675839675839214192356748386741952457982163923467581568123497741598326;
045000100008300006300004080020000000700002060050090031800010605000800000030500078,Hard,645987123978321456312654789123465897789132564456798231897213645564879312231546978,002850300807300002000040057020063070410000200060000000080000600601500029000001003,142857396857396142396142857528463971413975268769218534284739615631584729975621483;
050008030009010004100000890060700000030050070800003045908030000300504000600000100,Medium,456978231789312564123645897564789312231456978897123645978231456312564789645897123,406009000009500430580430000060025090000000000000047100003008001004170060000200000,436719582719582436582436719167325894345891627928647153673958241254173968891264375;
060001000030000054890000300080450003006000070003700500010908000900040100005300008,Medium,564231987231897654897564321789456213456123879123789546312978465978645132645312798,071000008000000471300001600000000500040020006085040030160200000800960010509810760,471692358692358471358471692916783524743529186285146937167235849834967215529814763;
080000000100008065050300708900500301000200000002007600004003800000450010030080006,Expert,789645132123978465456312798978564321645231987312897654564123879897456213231789546,063000021000700000001000090000007204007280010010000000056000100100056830009000600,463598721598721463721463598935617284647289315812345976356872149174956832289134657;
080300040001045000600008003870030005506800100000000008060700020000020000130050900,Expert,987312546321645879654978213879231465546897132213564798465789321798123654132456987,000000005069200000030040009670002390010096700050700004000020010000000073300001002,147869235869235147235147869678452391412396758953718624784923516521684973396571482;
087003050650080100000000080100504000008030004060800030006070002000002000013005900,Expert,987123456654789123321456789132564897798231564465897231546978312879312645213645978,900032008602100004008004030306000000000003080000006005060007003019360200000800061,954632178632178954178954632346581729591723486287496315465217893819365247723849561;
100000060000540030000003098007005300000700600054030080003080500040001009809000010,Medium,132879465798546132465213798987465321321798654654132987213987546546321879879654213,009006130020000000000800706090000360081000050650000004004603000508074600002000071,849726135726135849135849726297451368481362957653987214974613582518274693362598471;
100908000090040100005300080003700500006000007800450030300000045600001000980000300,Medium,132978456798645123465312789213789564546123897879456231321897645654231978987564312,030000040050109600100630002000301000360005890090060013000014060000003000020006000,638752149752149638149638752587391426361425897294867513873214965916573284425986371;
200000000500301009007600020450010000003800040080006300300708500008065001000000800,Expert,231987456564321789897654123456213978123879645789546312312798564978465231645132897,000070804006800135800000000000308000308007500040510000590000400000003600000000398,135976824976824135824135976759348261318267549642519783593682417481793652267451398;
200700005890000000004030900012000050070046020600000009400001097000080004009004231,Medium,231798645897465312564132978312879456978546123645213789456321897123987564789654231,007400050019352680300000010000000000803090700020760000700905001200040000001270800,687419352419352687352687419174823596863591724925764138748935261236148975591276843;
200700006000020000009050013001800650080000000050030087000045100400300008030008060,Expert,213789546546123879879456213321897654987564321654231987798645132465312798132978465,000608000608001040020500098906000000400209716800700000760000109105900000000000060,547698321698321547321547698976413285453289716812756934764832159135964872289175463;
301800000054200900000004000079000200000120000000000560060000080700045003100070006,Medium,321897645654231978987564312879456231546123897213789564465312789798645123132978456,040100007120000040007043108000079680450002000800001200000000700790004000000005400,543128967128967543967543128231479685459682371876351294314896752795214836682735419;
000800130000004000090200405020000907000120000650000000006070010003045070800000006,Medium,465897132132564798798231465321456987987123654654789321546978213213645879879312546,030010090610000805002005600006000908080940006000006100503400081008160000000000060,835614792614792835792835614156327948387941526429586173563479281278163459941258367;
400000000080310000020045900000006008504700030007100060012000000000000506000097200,Medium,456978321789312654123645987231456798564789132897123465312564879978231546645897213,004000000100706300020350080000007090030090001002031000005000630000810000008003510,354189726189726354726354189841567293537298461962431875415972638673815942298643517;
405020090000400000130080000907000020000000650000012000070504003010007006006000800,Medium,465123798798456132132789465987645321321978654654312987879564213213897546546231879,000120009020000460000000028050690380607000091090501000010070000004010050000000600,465128739128739465739465128251697384647382591893541276516873942974216853382954617;
504009002000000400031000008010600070070300540600080000000000021709002000000065000,Medium,564879132897213465231546798312654879978321546645987213456798321789132654123465987,004000087000087050280650000900072836060030071070000000410000060000000000009000500,654193287193287654287654193941572836562839471378461925415328769726915348839746512;
000900000090054000000300708310008006000400003005000800700000020003800050400010900,Expert,231987465897654132564321798312798546978465213645132879789546321123879654456213987,008430900430067000007010400300000005050000800000004000801000003000340000020085000,518432967432967518967518432384179625159623874276854391841296753795341286623785149;
504300008007004300200900000400200090000079060080000000000002000078060120302000400,Expert,564321978897654312231987645456213897123879564789546231645132789978465123312798456,050001000000004000030652700820000010560000200000207000000090008000070103010000579,652781934781934652934652781827549316569318247143267895275193468496875123318426579;
600008000070300045010600070709020000000000120000056000504090200000000004031000800,Medium,645978312978312645312645978789123456456789123123456789564897231897231564231564897,200300100305000279060079000890000600001050043040900000007010000000000596600000000,279385164385164279164279385893741652721658943546923817937516428412837596658492731;
800103000200450900004000000045007030000060008070001060000000506000970200120000000,Medium,897123654231456987564789321645897132312564798978231465789312546456978213123645879,050000309000300050000001800018503206060240100402000005000000000000080400007000580,651874329874329651329651874718593246563247198492168735185432967936785412247916583;
790006000002009400000000080009000200003800504040030007020000000600012078000040302,Expert,798456123132789456465123789879564231213897564546231897321978645654312978987645312,800000000401006800000090070004000000000310200003000059009050600050700003000028040,892471536471536892536892471724965318985317264163284759249153687658749123317628945;
700600100000008060450300700201000000000020079000056000040000000002090054008000301,Medium,789645132123978465456312798231789546564123879897456213645231987312897654978564321,487002109002000080100080002006000304040300090003040000000003000004560270005000001,487652139652139487139487652576891324841325796293746518768213945914568273325974861;
000900000400321000790050002000200007301070600980000000000465010006000800003000040,Medium,132987465465321798798654132654213987321879654987546321879465213546132879213798546,030708520710000030500006000160340000005000000042607103003000091000173860000000300,936718524718524936524936718167345289395281647842697153673852491459173862281469375;
006000008700540300100070600000000056000021000097000020045002090310008000000400000,Medium,456213978789546312123879645231987456564321789897654123645132897312798564978465231,030500807009007000027406000000000200000090070002000100003080000084050000090700300,436519827519827436827436519165378294348291675972645183653982741784153962291764358;
006080000070003045010006070907200000000560000000000120405900200000000004130000800,Medium,546789312879123645213456978987231456321564789654897123465978231798312564132645897,079600050081000009300000601000720010003010020020000000000000000230807005000204060,479681352681352479352479681896723514743518926125946837967135248234867195518294763;
006780021020000000000023004000800000097000060200004090040070003300045800900002000,Expert,456789321123456987789123654564897132897231465231564798645978213312645879978312546,600475000070100082090602005020000000000950000030000718208000000010048009000020000,682475193475193682193682475724831956861957234539264718248519367316748529957326841;
008000000040900002000600970807201060230004000000000200700003400020000009450080003,Expert,978312645645978312312645978897231564231564897564897231789123456123456789456789123,000030040201000008040008201000000400070000050004070306020000000507000184003000000,768231945231945768945768231382659417679413852154872396826194573597326184413587629;
008000103040000000002090450000020970201000000000056000700600001000008060450300007,Medium,978564123645231789312897456564123978231789645897456312789645231123978564456312897,000010020000300670008600000150000046703000000082000000507030801830000000240000000,675914328914328675328675914159783246763241589482569137597432861836197452241856793;
008006000060100700030700405000000210506000000200097000900045020000310080000000004,Medium,798456132465123798132789465879564213546231879213897546987645321654312987321978654,600000108003040692008002000007000000901405280000260000000300065010509000005000001,692753148753148692148692753527981436961435287384267519279314865816579324435826971;
010070060600000800070045030000000605000120000709000002031800000000004000504200009,Medium,312978564645312897978645231123789645456123978789456312231897456897564123564231789,200006400000000000401283006000010000004060307010300000308640100002000035060132004,283796451796451283451283796937814562824569317615327948378645129142978635569132874;
000200000040000032210006708000090020030400007008030054900020040600907000000000800,Hard,879213465546879132213546798465798321132465987798132654987321546654987213321654879,800750000000200091000890000510002460000060107004107009009600005320009010005010970,891756243756243891243891756517932468982465137634187529179624385328579614465318972;
000200079012000000000506000504030700000008060007060100020900054400000000080000301,Medium,645213879312879546978546213564132798231798465897465132123987654456321987789654321,900003006003500000070040000002000000400730800307800100804007001609020300031680000,948213576213576948576948213182465739495731862367892154824357691659124387731689425;
000560000201000000000200970700006001450003007000080060040000000002900450008000103,Medium,897564312231897645564231978789456231456123897123789564645312789312978456978645123,500807090007000001002530007410026000006970020000000000083760050005400010004200006,531847692847692531692531847418326975356974128729158463183769254265483719974215386;
000709002012000000000000065080031000020504009400000000504070300000600080007010600,Medium,645789132312456798978123465789231546123564879456897213564978321231645987897312654,702389000000000752000700309000016400576000000004000005230000000107800920090120000,752389641389641752641752389823516497576498213914273865235964178167835924498127536;
010980000005300008900004100003700500006000070080405003030000054060010000890000300,Medium,312987465645321798978654132123798546456132879789465213231879654564213987897546321,000308000370009500020500008060000005100007000800050001030000050040000062000965030,516378429378429516429516378763194285154287693892653741631842957945731862287965134;
023040000780012006000000200002000090045800030070030400000006907004009020800000000,Expert,123645879789312546456978213312564798645897132978231465231456987564789321897123654,000030000001408507060000030070084010900003002000700309709000000840000100003800000,597231468231468597468597231372984615954613782186752349729146853845329176613875924;
030400070000009002800003045006970000009002004000000800000200000012060780040000023,Expert,231456978564789312897123645456978231789312564123645897978231456312564789645897123,100008030070000050004102000729046001006080009040010000090800400000790003000000590,152978634978634152634152978729546381516387249843219765295863417461795823387421596;
030500800890001000004090010045008300000600007070300050100006000000089030000003405,Medium,231564879897231546564897213645978321312645987978312654123456798456789132789123465,000030000500002074800004001340000000708000420029000007000089000200307109910000700,674531892531892674892674531345728916768913425129465387457189263286357149913246758;
040000000200054900800301000007100006054700003000060080102000000000000560000079200,Medium,546987312213654978879321645987132456654798123321465789132546897798213564465879231,080000007009300084000000000000000090000095470906020008408000005002518940005740000,284159367159367284367284159541873692823695471976421538418936725732518946695742813;
054700030007100060000006008200045900040000000800310000102000000000097200000000506,Medium,654789132987123465321456798213645987546978321879312654132564879465897213798231546,000000000200010000300058260000070000503006072001090005005030000739000080146780500,958264317264317958317958264682573149593146872471892635825431796739625481146789523;
060007001008000060030054007506000000200000970000102000000800103900200450000040000,Medium,465987231798321564132654897546798312213465978879132645654879123987213456321546789,800000001005000020460007900300004608000003000500709000792500080108000000000100004,827935461935461827461827935379214658284653719516789342792546183148392576653178294;
060078210000302040002000000900200000004007030300504008000080000079000600200400900,Expert,465978213798312546132645879987231465654897132321564798546789321879123654213456987,800520071000001890000800000005000000083002000007000009400607102000059647060000900,894526371526371894371894526245913768983762415617485239459637182138259647762148953;
070300004540008300200000900087120060320400000000000002008000000400090200000060079,Expert,879312654546978321213645987987123465321456798654789132798231546465897213132564879,000030769500769000700180000040090601807003005290000000400000000970050240003040800,184532769532769184769184532345897621817623495296415378458276913971358246623941857;
070300005540080030000600700001060000000098003000030540030500080098010000400009001,Medium,879321465546987132213654798321465879654798213987132546132546987798213654465879321,000040160000000090105000003008000600071000250000078000289000500500000026030007081,792843165843165792165792843428951637971634258356278419289316574517489326634527981;
079000006000800000200004009300045800900002000004070030060780012000023040002000000,Expert,879231456546897123213564789321645897987312564654978231465789312798123645132456978,000000000000020918000018060000150009100076800050090600001702000040000000070000004,918367425367425918425918367683154279194276853752893641831742596549631782276589134;
080000060300540007600070001000400000000008103009002450000021000002000970065000000,Medium,987213564321546897654879231213465789546798123879132456798321645132654978465987312,040001003200070000003000000090000000000000032030062800920050060306804000008006025,649281573281573649573649281892435716465718932137962854924157368356824197718396425;
130000080000000400405090020000000012000650000907020000006800000070003504010006007,Medium,132465789798132456465798123654987312321654978987321645546879231879213564213546897,627800500800500027000020000008000000000140008001060050000400003050080071040000005,627834519834519627519627834378295146265143798491768352782451963956382471143976285;
200700400060003000000056120000002970103000005080000010605200007002090000900004000,Medium,231789456564123789897456123456312978123978645789645312645231897312897564978564231,290000500000010200000003007000905170900070060701028000000750004002400730170002005,293847516847516293516293847438965172925174368761328459389751624652489731174632985;
200709405800000030006000790400010900000005000132000000000230000000007500007060013,Easy,213789465879456132546123798465312987798645321132978654654231879321897546987564213,508030004037604508004000000000240900000003001700050000800000050060010080070000200,528137694137694528694528137381246975256973841749851362812769453465312789973485216;
000790560050100007900060200000010900002800000000046312070000100010900050006020080,Medium,321798564654132897987465231465213978132879645798546312879654123213987456546321789,050009002710000050402600010007500090060300827000000100875000001000100980300000000,658719432719432658432658719187524396564391827923867145875943261246175983391286574;
231064000000800002090001000005900010008002006010000070020006900700100050056709000,Medium,231564798564897132897231465645978213978312546312645879123456987789123654456789321,020000073006070028000900040000230009001060800030805402000610004000450000700009200,928546173546173928173928546485231769291764835637895412852617394319452687764389251;
000900004005301000098050000000040020000003700020070056040030970800005300210000000,Medium,132987564465321897798654231987546123654213789321879456546132978879465312213798645,080050060000000080000002300000040600001075043740290008000010000000008026070409031,982357164357164982164982357523841679891675243746293518238716495419538726675429831;
000900005780600300400001008310870060000506001005003090000100009030000050807000000,Medium,123987645789654312456321978312879564978546231645213897564132789231798456897465123,000000170048100000170503040406901000950084006000050009009007004000060030000200000,593648172648172593172593648436921785951784326827356419369817254215469837784235961;
